14618,MOUSE2,002FBE723DDE,10,4,0,7,RIGHT,26-Feb-20,12:07:20,26-Feb-20,12:08:14
14619,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,12:42:30,26-Feb-20,12:42:42
14620,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,12:51:30,26-Feb-20,12:51:47
14621,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,12:56:47,26-Feb-20,12:56:59
14622,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:00:05,26-Feb-20,13:00:16
14623,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:10:21,26-Feb-20,13:10:33
14624,MOUSE2,002FBE723DDE,4,1,0,7,RIGHT,26-Feb-20,13:10:44,26-Feb-20,13:11:06
14625,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,13:14:51,26-Feb-20,13:15:08
14626,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,13:16:55,26-Feb-20,13:17:12
14627,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:18:50,26-Feb-20,13:19:02
14628,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:23:53,26-Feb-20,13:24:04
14629,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:25:19,26-Feb-20,13:25:30
14630,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:28:27,26-Feb-20,13:28:38
14631,MOUSE2,002FBE723DDE,2,1,0,7,RIGHT,26-Feb-20,13:30:43,26-Feb-20,13:30:54
14632,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,13:33:29,26-Feb-20,13:33:46
14633,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,13:37:06,26-Feb-20,13:37:22
14634,MOUSE2,002FBE723DDE,3,1,0,7,RIGHT,26-Feb-20,13:37:25,26-Feb-20,13:37:42
14635,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:38:49,26-Feb-20,13:39:01
14636,MOUSE2,002FBE723DDE,4,2,0,7,RIGHT,26-Feb-20,13:44:16,26-Feb-20,13:44:38
14637,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:45:25,26-Feb-20,13:45:37
14638,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:45:59,26-Feb-20,13:46:11
14639,MOUSE2,002FBE723DDE,4,1,0,7,RIGHT,26-Feb-20,13:49:00,26-Feb-20,13:49:23
14640,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,13:52:31,26-Feb-20,13:52:42
14641,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,14:00:02,26-Feb-20,14:00:19
14642,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:02:03,26-Feb-20,14:02:15
14643,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:07:25,26-Feb-20,14:07:37
14644,MOUSE2,002FBE723DDE,3,1,0,7,RIGHT,26-Feb-20,14:13:08,26-Feb-20,14:13:25
14645,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:25:01,26-Feb-20,14:25:12
14646,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:28:35,26-Feb-20,14:28:47
14647,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:35:57,26-Feb-20,14:36:08
14648,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,14:58:30,26-Feb-20,14:58:42
14649,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:06:34,26-Feb-20,15:06:45
14650,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:08:28,26-Feb-20,15:08:40
14651,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,26-Feb-20,15:11:56,26-Feb-20,15:12:13
14652,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:18:46,26-Feb-20,15:18:57
14653,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:24:42,26-Feb-20,15:24:54
14654,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:26:39,26-Feb-20,15:26:51
14655,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:34:51,26-Feb-20,15:35:02
14656,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:39:00,26-Feb-20,15:39:11
14657,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:45:03,26-Feb-20,15:45:15
14658,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:46:53,26-Feb-20,15:47:04
14659,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:50:59,26-Feb-20,15:51:11
14660,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,15:55:43,26-Feb-20,15:55:55
14661,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,16:23:44,26-Feb-20,16:23:55
14662,MOUSE2,002FBE723DDE,3,1,0,7,RIGHT,26-Feb-20,16:31:07,26-Feb-20,16:31:24
14663,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,16:38:28,26-Feb-20,16:38:39
14664,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,19:57:34,26-Feb-20,19:57:46
14665,MOUSE2,002FBE723DDE,3,1,0,7,RIGHT,26-Feb-20,20:10:04,26-Feb-20,20:10:21
14666,MOUSE2,002FBE723DDE,3,1,0,7,RIGHT,26-Feb-20,20:13:26,26-Feb-20,20:13:43
14667,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,26-Feb-20,20:14:13,26-Feb-20,20:14:25
14668,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,0:56:26,27-Feb-20,0:56:38
14669,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,0:56:53,27-Feb-20,0:57:05
14670,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,1:00:09,27-Feb-20,1:00:20
14671,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,1:02:05,27-Feb-20,1:02:16
14672,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,1:42:25,27-Feb-20,1:42:36
14673,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,2:50:30,27-Feb-20,2:50:42
14674,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,6:07:11,27-Feb-20,6:07:22
14675,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,6:29:43,27-Feb-20,6:29:55
14676,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,7:00:18,27-Feb-20,7:00:30
14677,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,14:19:20,27-Feb-20,14:19:32
14678,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,20:22:05,27-Feb-20,20:22:17
14679,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,20:32:10,27-Feb-20,20:32:22
14680,MOUSE2,002FBE723DDE,3,0,0,7,RIGHT,27-Feb-20,21:53:53,27-Feb-20,21:54:09
14681,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,22:03:34,27-Feb-20,22:03:46
14682,MOUSE2,002FBE723DDE,4,1,0,7,RIGHT,27-Feb-20,22:08:57,27-Feb-20,22:09:20
14683,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,22:10:23,27-Feb-20,22:10:35
14684,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,22:11:17,27-Feb-20,22:11:29
14685,MOUSE2,002FBE723DDE,2,0,0,7,RIGHT,27-Feb-20,22:19:00,27-Feb-20,22:19:11
