<<<<<<< HEAD
13916,MOUSE1,0005E69F1B67,2,0,4,RIGHT,04-Feb-2020,11:41:41,04-Feb-2020,11:42:03
13917,MOUSE1,0005E69F1B67,1,0,4,RIGHT,04-Feb-2020,11:52:41,04-Feb-2020,11:52:51
13918,MOUSE1,0005E69F1B67,1,0,4,RIGHT,04-Feb-2020,11:57:18,04-Feb-2020,11:57:28
13919,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,14:37:57,05-Feb-2020,14:38:06
13920,MOUSE1,0005E69F1B67,3,0,4,RIGHT,05-Feb-2020,14:38:41,05-Feb-2020,14:39:36
13921,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,14:46:06,05-Feb-2020,14:46:14
13922,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,15:09:56,05-Feb-2020,15:10:04
13923,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,15:14:38,05-Feb-2020,15:14:46
13924,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,15:26:02,05-Feb-2020,15:26:10
13925,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,15:36:43,05-Feb-2020,15:37:00
13926,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,15:52:08,05-Feb-2020,15:52:30
13927,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,16:05:07,05-Feb-2020,16:05:15
13928,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,16:15:29,05-Feb-2020,16:15:37
13929,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,16:22:02,05-Feb-2020,16:22:11
13930,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,17:28:28,05-Feb-2020,17:28:35
13931,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,17:43:38,05-Feb-2020,17:43:55
13932,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,19:06:38,05-Feb-2020,19:06:48
13933,MOUSE1,0005E69F1B67,2,0,4,RIGHT,05-Feb-2020,19:09:45,05-Feb-2020,19:10:05
13934,MOUSE1,0005E69F1B67,1,0,4,RIGHT,05-Feb-2020,19:19:24,05-Feb-2020,19:19:33
13935,MOUSE1,0005E69F1B67,0,0,4,RIGHT,05-Feb-2020,20:39:09,05-Feb-2020,20:39:16
