18898,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,12:08:43,26-Feb-20,12:09:00
18899,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,12:45:10,26-Feb-20,12:45:22
18900,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,12:51:51,26-Feb-20,12:52:02
18901,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,12:54:51,26-Feb-20,12:55:03
18902,MOUSE4,0005E69F1B67,2,1,0,7,RIGHT,26-Feb-20,13:07:35,26-Feb-20,13:07:46
18903,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:09:50,26-Feb-20,13:10:02
18904,MOUSE4,0005E69F1B67,3,1,0,7,RIGHT,26-Feb-20,13:13:15,26-Feb-20,13:13:32
18905,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,13:17:14,26-Feb-20,13:17:31
18906,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:21:31,26-Feb-20,13:21:43
18907,MOUSE4,0005E69F1B67,3,1,0,7,RIGHT,26-Feb-20,13:24:09,26-Feb-20,13:24:26
18908,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:29:28,26-Feb-20,13:29:40
18909,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:31:34,26-Feb-20,13:31:46
18910,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,13:38:25,26-Feb-20,13:38:42
18911,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:42:56,26-Feb-20,13:43:07
18912,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:47:41,26-Feb-20,13:47:53
18913,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:50:13,26-Feb-20,13:50:24
18914,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,13:55:15,26-Feb-20,13:55:27
18915,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,14:01:23,26-Feb-20,14:01:35
18916,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,14:15:53,26-Feb-20,14:16:05
18917,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,14:34:16,26-Feb-20,14:34:28
18918,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,14:39:49,26-Feb-20,14:40:00
18919,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,14:57:43,26-Feb-20,14:57:55
18920,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,15:06:04,26-Feb-20,15:06:16
18921,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,15:11:11,26-Feb-20,15:11:23
18922,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,15:58:19,26-Feb-20,15:58:31
18923,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:22:36,26-Feb-20,20:22:47
18924,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:23:46,26-Feb-20,20:23:57
18925,MOUSE4,0005E69F1B67,2,1,0,7,RIGHT,26-Feb-20,20:24:52,26-Feb-20,20:25:04
18926,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,20:25:24,26-Feb-20,20:25:41
18927,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:34:44,26-Feb-20,20:34:56
18928,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,20:35:48,26-Feb-20,20:36:05
18929,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:45:07,26-Feb-20,20:45:18
18930,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:46:48,26-Feb-20,20:46:59
18931,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:52:08,26-Feb-20,20:52:20
18932,MOUSE4,0005E69F1B67,3,0,0,7,RIGHT,26-Feb-20,20:56:35,26-Feb-20,20:56:52
18933,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,20:59:36,26-Feb-20,20:59:48
18934,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,21:28:30,26-Feb-20,21:28:42
18935,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,26-Feb-20,23:50:08,26-Feb-20,23:50:20
18936,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,0:24:56,27-Feb-20,0:25:07
18937,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,0:31:25,27-Feb-20,0:31:37
18938,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,0:35:16,27-Feb-20,0:35:28
18939,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,1:19:23,27-Feb-20,1:19:35
18940,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,1:25:23,27-Feb-20,1:25:35
18941,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,4:53:16,27-Feb-20,4:53:27
18942,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,4:55:29,27-Feb-20,4:55:40
18943,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,5:01:43,27-Feb-20,5:01:55
18944,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,5:20:03,27-Feb-20,5:20:15
18945,MOUSE4,0005E69F1B67,2,0,0,7,RIGHT,27-Feb-20,5:29:56,27-Feb-20,5:30:08
